date,email,count_sessions,sum_beacon_value,nunique_beacon_type,count_user_stay,count_pay_attempt,count_buy_click,nunique_gender,nunique_dob,nunique_language,nunique_report_type,nunique_device,profile_submit_count,transactions_amount,conversion_status
2021-07-13,3046394,2,61,6,10,3,2,1,2,1,2,1,5,1998.0,1
2021-05-23,2672645,1,6,1,3,0,0,1,1,1,1,1,8,1040.0,1
2021-06-18,1717135,1,1,1,1,0,0,1,1,1,1,1,11,949.0,1
2021-06-27,2934993,1,10,1,4,0,0,1,1,1,1,1,2,849.0,1
2021-05-03,2559348,1,6,1,3,0,0,1,1,1,1,1,5,1347.0,1
2021-05-15,2636662,1,12,3,4,1,1,1,1,1,1,1,2,899.0,1
2021-05-05,2593479,2,2,2,0,2,0,1,1,1,1,1,3,1040.0,1
2021-07-09,3045004,2,2,2,0,2,0,1,1,1,1,1,5,1489.0,1
2021-05-01,1851007,4,5,5,0,5,0,1,1,1,1,1,36,506300.72,1
2021-05-18,2649716,1,1228,4,49,1,2,1,1,1,1,1,2,999.0,1
2021-06-17,2847576,2,24,6,8,0,2,1,1,2,1,1,9,999.0,1
2021-07-11,3063047,2,22,4,8,1,1,1,1,1,1,1,3,999.0,1
2021-05-08,2606386,1,13,3,4,1,2,1,1,1,1,1,6,899.0,1
2021-07-04,2995617,1,12,3,4,1,1,1,1,1,1,1,3,999.0,1
2021-07-24,1864398,1,1,1,0,1,0,1,1,1,1,1,2,520.0,1
2021-05-02,2577072,1,1,1,0,1,0,1,1,1,1,1,3,989.0,1
2021-06-13,2823822,2,14,5,5,1,1,1,2,1,1,1,9,1519.0,1
2021-07-17,3113222,2,14,4,4,2,2,1,2,1,2,1,4,999.0,1
2021-07-13,3086785,1,14,3,4,2,2,1,1,1,1,1,6,3683.0,1
2021-06-23,2893230,2,23,5,8,1,2,1,1,2,1,1,5,1848.0,1
2021-05-23,2671447,2,39,5,11,1,2,1,2,1,1,1,3,999.0,1
2021-05-15,1653583,1,1,1,0,1,0,1,1,1,1,1,2,949.0,1
2021-06-06,2756944,1,3,3,1,1,1,1,1,1,1,1,3,1848.0,1
2021-07-18,961729,2,15,4,6,1,1,1,1,1,1,1,9,1848.0,1
2021-06-26,2704070,6,43,15,14,6,8,1,1,1,1,1,15,5994.0,1
2021-07-13,3084063,2,17,5,5,2,4,1,2,1,1,1,17,3596.0,1
2021-07-31,3251959,1,11,2,4,1,0,1,1,1,1,1,2,999.0,1
2021-07-16,3082801,2,18,4,7,1,0,1,1,1,1,1,16,2997.0,1
2021-07-28,1121151,7,50,9,20,2,1,1,3,1,2,1,14,2847.0,1
2021-05-10,1372961,1,1,1,0,1,0,1,1,1,1,1,2,699.0,1
2021-06-22,2889972,2,14,5,4,2,2,1,1,1,1,1,8,1998.0,1
2021-06-17,2848277,2,23,4,8,0,0,1,2,1,1,1,6,1898.0,1
2021-05-22,2669602,1,17,4,4,2,2,1,1,1,1,1,16,8992.0,1
2021-06-27,2928853,1,11,2,4,0,1,1,1,1,1,1,5,1448.0,1
2021-07-21,3165727,1,5,3,2,1,0,1,1,1,1,1,3,999.0,1
2021-07-29,2968511,1,4,2,2,1,0,1,1,1,1,1,4,949.0,1
2021-07-27,3221155,1,12,3,4,1,1,1,1,1,1,1,2,999.0,1
2021-05-17,2646784,1,1,1,0,1,0,1,1,1,1,1,1,699.0,1
2021-05-16,2641224,1,18,4,4,4,4,1,1,1,1,1,5,3596.0,1
2021-07-25,3072145,3,30,7,11,1,0,1,1,2,1,1,10,3546.0,1
2021-06-04,1451994,1,12,3,4,1,1,1,1,1,1,1,8,1998.0,1
2021-05-01,2570880,1,12,3,4,1,1,1,1,1,1,1,4,899.0,1
2021-05-03,2584332,1,5,3,2,1,1,1,1,1,1,1,4,899.0,1
2021-06-26,2871704,1,12,3,4,1,1,1,1,1,1,1,8,4695.0,1
2021-05-16,2641841,1,16,3,4,1,5,1,1,1,1,1,4,899.0,1
2021-06-02,2728465,1,669,4,36,1,2,1,1,1,1,1,2,999.0,1
2021-05-03,2581623,1,12,3,4,1,1,1,1,1,1,1,5,899.0,1
2021-07-22,3181105,1,11,2,4,0,1,1,1,1,1,1,8,3996.0,1
2021-07-01,2968719,1,8,3,3,1,1,1,1,1,1,1,2,999.0,1
2021-07-08,3032998,1,1,1,0,1,0,1,1,1,1,1,2,520.0,1
2021-07-31,3254765,1,3,3,1,1,1,1,1,1,1,1,6,899.0,1
2021-06-11,2549056,2,21,3,8,0,1,1,1,1,1,1,5,899.0,1
2021-06-18,1116634,4,34,6,12,0,4,2,2,2,2,1,545,203167.0,1
2021-06-10,2793834,2,23,4,8,0,1,1,1,1,2,1,3,999.0,1
2021-07-19,3144473,1,11,2,4,1,0,1,1,1,1,1,5,2847.0,1
2021-07-17,3125786,1,8,3,3,1,1,1,1,1,1,1,4,2498.0,1
2021-06-04,2744289,1,12,3,4,1,1,1,1,1,1,1,5,2498.0,1
2021-07-24,3176155,1,12,3,4,1,1,1,1,1,1,1,4,1898.0,1
2021-05-21,1643342,1,1,1,0,1,0,1,1,1,1,1,2,520.0,1
2021-06-09,1418793,1,1,1,0,1,0,1,1,1,1,1,2,520.0,1
2021-05-04,2588148,1,13,3,4,1,2,1,1,1,1,1,6,899.0,1
2021-07-26,2720756,1,12,3,4,1,0,1,1,1,1,1,4,1998.0,1
2021-06-08,2742566,1,12,3,4,1,1,1,1,1,1,1,3,999.0,1
2021-05-16,2640659,1,14,3,4,1,3,1,1,1,1,1,4,1368.0,1
